OID_,OBJECTID_1,OBJECTID_2,NOMBRE,CODIGO,JURISDICCI,LOC,CP,DIRECCION,TEL,EMAIL,PARTIDO,RSAN_08,X,Y,CENTER_ID
,"1,740",330,U.S. VICENTE LOPEZ,"49,000,310",MUNI,Témperley,"1,834",Vicente López  N° 963,011-42317016, ,LOMAS DE ZAMORA,VI,-58.402450430000002,-34.781454119999999,280
,"1,741",331,U.S. DR. ANGEL TULLIO,"49,000,212",MUNI,Temperley,"1,834",Indalecio Gómez N° 702,011-42399663, ,LOMAS DE ZAMORA,VI,-58.379638620000001,-34.778725610000002,281
,"1,742",332,U.S. DR. M.J. OLIVERAS,"49,000,506",MUNI,Témperley,"1,834",Carhué N° 850,011-42648377, ,LOMAS DE ZAMORA,VI,-58.367697149999998,-34.760962149999997,282
,"1,743",782,U.S. 2 DE ABRIL,"49,001,308",PROV,Lomas de Zamora,"1,832",Soldado Zelarrayan N° 1103,011-46936172, ,LOMAS DE ZAMORA,VI,-58.469499579999997,-34.741509809999997,283
,"1,752",713,U.S. N° 8 San Sebastian,"26,000,883",MUNI,Monte Grande,"1,842",Elizalde y Plaza Huincul, , ,LOMAS DE ZAMORA,VI,-58.496241939999997,-34.729256509999999,284
,"1,753",721,U.S. S.U.M. ARROYO DEL REY,"49,001,154",MUNI,Lavallol,"1,836",Dávila S/N,011-42938257, ,LOMAS DE ZAMORA,VI,-58.414875510000002,-34.806485600000002,285
,"1,754",722,U.S. POSTA CEMENTERIO,"49,001,502",MUNI,Banfield,"1,828",Gral. Martín Rodriguez esq. Gral. Hornos, , ,LOMAS DE ZAMORA,VI,-58.418269989999999,-34.727206039999999,286
,"1,755",749,H.I.G.A. LUISA C. DE GANDULFO,"49,000,182",PROV,Lomas de Zamora,"1,832",Balcarce N° 351,011-42435555, ,LOMAS DE ZAMORA,VI,-58.392833680000003,-34.761756360000000,287
,"1,756",818,H.I. JOSE ESTEVEZ,"49,000,255",PROV,Témperley,"1,834",Garibaldi N° 1661,011-42984880/0091 al 93, ,LOMAS DE ZAMORA,VI,-58.417697949999997,-34.778009150000003,288
,"1,757","1,002",U.P.A. 1,"49,002,950",PROV,Lomas de Zamora,"1,832",Av. Presidente Juan Domingo Perón (Camino Negro) *,011-42673633/3738, ,LOMAS DE ZAMORA,VI,-58.451195050000003,-34.714796630000002,289
,"1,758",962,LAB. CENTRAL,"49,001,332",MUNI,Témperley,"1,834",Av. Hipólito Yrigoyen N° 10047,011-42399689, ,LOMAS DE ZAMORA,VI,-58.405105519999999,-34.773636699999997,290
,"1,759",963,U.S. MOVIL 3,"49,001,103",MUNI,Temperley,"1,834",Las Cauarinas S/N,-, ,LOMAS DE ZAMORA,VI,-58.355117520000000,-34.749704500000000,291
,"1,760","1,087",U.S. MED. PREVENTIVA,"49,001,405",MUNI,Temperley,"1,834",Av. Hipólito Yrigoyen N° 1047,011-42399688, ,LOMAS DE ZAMORA,VI,-58.405107970000003,-34.773659940000002,292
,"1,768",17,U.S. Nº 1,"26,000,034",MUNI,Luis Guillón,"1,838",Gamarra N° 124,011-42900145, ,ESTEBAN ECHEVERRIA,VI,-58.454697209999999,-34.804332780000003,293
,"1,769",18,U.S. Nº 4,"26,000,352",MUNI,Monte Grande,"1,842",San Pedrito N° 416,011-42630667, ,ESTEBAN ECHEVERRIA,VI,-58.452546239999997,-34.841213189999998,294
,"1,770",19,U.S. Nº 14,"26,000,565",MUNI,Monte Grande,"1,842",Gandulfo y Vidal S/N,011-42727722, ,ESTEBAN ECHEVERRIA,VI,-58.503975050000001,-34.812915240000002,295
,"1,771",203,P.S. Nº 15,"26,000,611",MUNI,Monte Grande,"1,842",Rivero N° 50,011-42964141, ,ESTEBAN ECHEVERRIA,VI,-58.485135919999998,-34.795495189999997,296
,"1,772",383,U.S. Nº 6,"26,000,379",MUNI,9 de Abril,"1,839",Restelli y Santa María  S/N,011-46932730, ,ESTEBAN ECHEVERRIA,VI,-58.487692660000000,-34.756818950000003,297
,"1,773",384,U.S. Nº 5,"26,000,361",MUNI,9 de Abril,"1,839",Prayones N° 3540,011-42720946, ,ESTEBAN ECHEVERRIA,VI,-58.479565100000002,-34.778955080000003,298
,"1,774",385,U.S.M. Nº 10,"26,000,492",MUNI,9 de Abril,"1,839",Vernet N° 3809,011-42722495, ,ESTEBAN ECHEVERRIA,VI,-58.489986690000002,-34.782321009999997,299
,"1,775",386,U.S. Nº 12,"26,000,743",MUNI,Luis Guillón,"1,838",Juan de Garay N° 1940,011-42903727, ,ESTEBAN ECHEVERRIA,VI,-58.435431360000003,-34.814434660000003,300
,"1,776",387,U.S. Nº 11,"26,000,549",MUNI,Luis Guillón,"1,838",Prayones y Maxer, , ,ESTEBAN ECHEVERRIA,VI,-58.473702369999998,-34.786639379999997,301
,"1,777",388,U.S. Nº 2,"26,000,093",MUNI,El Jagüel,"1,842",12 de Octubre N° 1379,011-42964218, ,ESTEBAN ECHEVERRIA,VI,-58.491215789999998,-34.817707130000002,302
,"1,786",397,U.S. Nº 24,"26,000,808",MUNI,El Jagël,"1,842",Norberto López y Florencio Sanchez S/N,011-42953606, ,ESTEBAN ECHEVERRIA,VI,-58.502383629999997,-34.832159189999999,303
,"1,787",708,MOVIL MUN. N° 22,"26,000,557",MUNI,Monte Grande,"1,842",Mariano Acosta N° 481,011-42902221, ,ESTEBAN ECHEVERRIA,VI,-58.473463070000001,-34.820438269999997,304
,"1,788",709,U.MOVIL Domic.N° 21,"26,000,701",MUNI,Monte Grande,"1,842",M. Acosta N° 481, , ,ESTEBAN ECHEVERRIA,VI,-58.473589789999998,-34.820496169999998,305
,"1,789",710,U.S. N° 40 C. Deporte,"26,000,719",MUNI,Luis Guillón,"1,838","JOSE HERNANDEZ, 748 E/", , ,ESTEBAN ECHEVERRIA,VI,-58.455426250000002,-34.796628579999997,306
,"1,790",711,U.S. N° 41 (Libreta Sanitaria),"26,000,727",MUNI,Monte Grande,"1,842",M. Acosta N° 481,011-42902221, ,ESTEBAN ECHEVERRIA,VI,-58.473739500000001,-34.820571020000003,307
,"1,791",712,U.S. N° 42 (L. Conducir),"26,000,735",MUNI,Monte Grande,"1,842",Sofía T. Santamarina N° 455, , ,ESTEBAN ECHEVERRIA,VI,-58.465937719999999,-34.817917260000002,308
,"1,792",756,U.S. Nº 25,"26,000,816",MUNI,9 de Abril,"1,839",Santos Vega y San Juan S/N,-, ,ESTEBAN ECHEVERRIA,VI,-58.494886780000002,-34.750047610000003,309
,"1,793","1,005",U.S. N° 17,"26,000,654",MUNI,Monte Grande,"1,842",Liñan y Batippedes S/N,011-43960215, ,ESTEBAN ECHEVERRIA,VI,-58.466713300000002,-34.840687289999998,310
,"1,794",838,U.S. C.Z. Nº 23,"26,000,751",MUNI,Monte Grande,"1,842",San Pedrito N° 2442,011-42350801, ,ESTEBAN ECHEVERRIA,VI,-58.478482260000000,-34.852807640000002,311
,"1,795","1,118",C.P.A. - Adicciones,"26,000,999",PROV,Monte Grande,"1,842",Herminio Constanzo Nº 234, , ,ESTEBAN ECHEVERRIA,VI,-58.473854230000001,-34.813775380000003,312
,"1,805",538,C. DE DIAG. Y TRAT. DR. Javier Sabato,"9,100,222",MUNI,Berazategui,"1,884",Calle 14 y 131 N° 3111,011-42561216, ,BERAZATEGUI,VI,-58.226679760000003,-34.770998599999999,313
,"1,806",539,U.S. Nº 8 E.T.S. Y SIDA,"9,100,664",MUNI,Berazategui,"1,884",Calle 10 e/131 y 132,011-42568049, ,BERAZATEGUI,VI,-58.229965020000002,-34.767057649999998,314
,"1,807",540,U.S. Nº 16 Bº UOCRA,"9,100,508",MUNI,Berazategui,"1,884",Calle 5 y 156 S/N UOCRA,-, ,BERAZATEGUI,VI,-58.208160370000002,-34.748486020000001,315
,"1,808",541,U.S. Nº 18 SIXTO PENNA,"9,100,516",MUNI,Berazategui,"1,884",Calle 20 e/161 y 162 Bo. Gral. Belgrano,011-43950552, ,BERAZATEGUI,VI,-58.192106420000002,-34.759773150000001,316
,"1,809",542,U.S. Nº 17 LUCHETTI,"9,100,389",MUNI,Villa España,"1,884",Calle 144 e/28 y 29 S/N,-, ,BERAZATEGUI,VI,-58.202284470000002,-34.776830840000002,317
,"1,810",543,U.S. Nº 10 PAULK MARIANO,"9,100,095",MUNI,Plátanos,"1,884",Calle 157 e/43 y 44 S/N,-, ,BERAZATEGUI,VI,-58.175294460000003,-34.783727390000003,318
,"1,811",544,U.S. Nº 28 JAVIER FARTES,"9,100,621",MUNI,Berazategui,"1,890",Calle 75 e/126 y 126 - Bo. Las Hermanas,-, ,BERAZATEGUI,VI,-58.170305290000002,-34.826514860000003,319
,"1,812",559,U.S. Nº 25 SOCIEDAD DE FOMENTO EL C.I.C.LON,"9,100,419",MUNI,Hudson,"1,885",Calle 58 e/119 y 120 S/N,011-49442151, ,BERAZATEGUI,VI,-58.189332790000002,-34.817693439999999,320
,"1,813",560,U.S. Nº 26 SAN JOSE Y SAN MAURO,"9,100,591",MUNI,Berazategui,"1,884",Calle 4  e/117 y 117 B,011-42613438, ,BERAZATEGUI,VI,-58.248619159999997,-34.768759770000003,321
,"1,814",561,U.S. Nº 21 LOS CIRUELOS,"9,100,541",MUNI,Berazategui,"1,884",Calle 3 e/129 y 129 A S/N Los Ciruelos,-, ,BERAZATEGUI,VI,-58.237764939999998,-34.761558200000003,322
,"1,824",571,U.S. Nº 27 Bº KENNEDY,"9,100,681",MUNI,Hudson,"1,885",Calle 50 e/127 y 128 S/N Kenedy Norte,-, ,BERAZATEGUI,VI,-58.190973999999997,-34.807495170000003,323
,"1,825",572,C. DE ZOONOSIS MUN. BERAZATEGUI,"9,100,290",MUNI,Berazategui,"1,884",Calle 163 y 21 S/N,011-43950145, ,BERAZATEGUI,VI,-58.188695150000001,-34.760270400000003,324
,"1,826",573,U.S. Nº 12 DR.M.DI YORIO - Bº BUSTILLOS,"9,100,320",MUNI,Hudson,"1,885",Calle 149 y 54 S/N Bo. Bustillo,-, ,BERAZATEGUI,VI,-58.172042300000001,-34.797491149999999,325
,"1,827",574,U.S. Nº 29 Bº LUZ,"9,100,401",MUNI,Ranelagh,"1,886",Av. Nicolás Milazzo y 368 Bo. Luz,011-42231120, ,BERAZATEGUI,VI,-58.187944010000002,-34.790409629999999,326
,"1,828",575,U.S. Nº 32,"9,100,761",MUNI,Berazategui,"1,884",Calle 11 y 159 S/N Bo. Asunción,-, ,BERAZATEGUI,VI,-58.200806080000000,-34.753319120000000,327
,"1,829",687,DIR. DE EPIDEMIOLOGIA,"9,100,605",MUNI,Berazategui,"1,884",Calle 115 e/18 y 19 S/N Bo. Primavera,011-42614673, ,BERAZATEGUI,VI,-58.239745280000001,-34.783951850000001,328
,"1,830",688,C.P.A. a la Violencia Familiar,"9,100,630",MUNI,Berazategui,"1,884",Calle 14 N° 3154,011-42567207, ,BERAZATEGUI,VI,-58.227666200000002,-34.771512880000003,329
,"1,831",689,JORN. SOLIDARIAS DE SALUD MOVIL,"9,100,702",MUNI,Berazategui,"1,884",Sevilla y Camino Gral. Belgrano S/N,011-42562998, ,BERAZATEGUI,VI,-58.231750089999998,-34.797478409999997,330
,"1,832",690,PROG. p/  Enf. Crónicas Prevalentes,"9,100,699",MUNI,Berazategui,"1,884",Calle 14 y 131 N° 3111,011-42561216, ,BERAZATEGUI,VI,-58.226769279999999,-34.771035439999999,331
,"1,841",955,C.DE DIA PARA DISC. SEVEROS MOTORES,"9,100,737",MUNI,Hudson,"1,885",Calle 128 e/49 y 50 N° 5049,02229-452060, ,BERAZATEGUI,VI,-58.191127719999997,-34.806748740000003,332
,"1,842",956,U.S. Nª 37,"9,100,915",MUNI,Berazategui,"1,884",Camino Gral. Belgrano y Sevilla,011-43911078, ,BERAZATEGUI,VI,-58.232125539999998,-34.797290730000000,333
,"1,843",957,U.S. Nª 38,"9,100,923",MUNI,Berazategui,"1,884",Camino Gral. Belgrano y Sevilla,011-43911078, ,BERAZATEGUI,VI,-58.231978320000003,-34.797374740000002,334
,"1,844",958,C. OFTALMOOLOGICO Quirúrgico San Camilo,"9,100,940",MUNI,Berazategui,"1,884",Calle 10 N° 3126 e/131 y 132, , ,BERAZATEGUI,VI,-58.229797490000003,-34.766995989999998,335
,"1,845","1,117",C.P.A.(GABA y Com. de 1/2 Día)-Adicciones,"9,101,083",PROV,Villa España,"1,884",Calle 11 Nº 4247 e/142 y 143, , ,BERAZATEGUI,VI,-58.217140929999999,-34.761768510000003,336
,"1,846","1,177",CASA DEL ADOLESCENTE,"9,101,113",MUNI, ,0,S/D, , ,BERAZATEGUI,VI,-58.211425620000000,-34.772259609999999,337
,"1,847","1,178",C. ODONTOLOGICO MUNIC.,"9,101,121",MUNI,Berazategui,"1,884","Calle 14, 3118", , ,BERAZATEGUI,VI,-58.226952789999999,-34.771123320000001,338
,"1,848",0,U.P.A. 10,"9,101,156",PROV,HUDSON,"1,885",OTTO BEMBERG (55) Y 147, , ,BERAZATEGUI,VI,-58.174280940000003,-34.799992050000000,339
,"1,849",0,C. DE REHAB. DEPORTIVA MUNIC.,"9,101,148",MUNI,Berazategui,"1,884",Calle 5 Nº 151, , ,BERAZATEGUI,VI,-58.213122060000003,-34.751074220000000,340
,"1,850",162,U.S. Nº 1 MTRO. RIVADAVIA,"2,800,229",MUNI,Burzaco,"1,852",25 de Mayo e/Cardenas y Sandoval Bo. Ministro Riv*,011-42792242, ,ALMIRANTE BROWN,VI,-58.368871409999997,-34.841236520000002,341
,"1,858",582,U.S. nº 15 GLEW II,"2,800,369",MUNI,Glew,"1,856",De Navazio y Di Carlo S/N Bo. Almafuerte,02224-421779, ,ALMIRANTE BROWN,VI,-58.362489920000002,-34.890108120000001,342
,"1,859",583,U.S. nº 11 LA GLORIA,"2,800,555",MUNI,San José,"1,846",La Calandria e/Bynon y Mitre S/N La Tablada,011-42110035, ,ALMIRANTE BROWN,VI,-58.333882340000002,-34.766207840000000,343
,"1,860",584,U.S. Nº 12 DON ORIONE,"2,800,385",MUNI,Claypole,"1,849",Calle 11 y Av. Eva Perón Don Orione,011-42684911, ,ALMIRANTE BROWN,VI,-58.347415920000003,-34.819046659999998,344
,"1,861",585,U.S. Nº 3 Bº  LINDO,"2,800,041",MUNI,Malvinas Argentinas,"1,846",Portugal e/Yatay y Robles Bo. Lindo,011-42965839, ,ALMIRANTE BROWN,VI,-58.436974489999997,-34.822952549999997,345
,"1,862",586,U.S. Nº 7 13 DE JULIO,"2,800,351",MUNI,Claypole,"1,849",Anémona y Clavel N° 6445 Bo. La Loma,011-42775279, ,ALMIRANTE BROWN,VI,-58.317430620000003,-34.789118940000002,346
,"1,863",664,U.S.Nº 19 CTRO. MUN. DE SANIDAD ANIMAL,"2,800,032",MUNI,Burzaco,"1,852",Martín Fierro y Av. Monteverde,011-42990155, ,ALMIRANTE BROWN,VI,-58.367204059999999,-34.824401000000002,347
,"1,864",670,C.S. Nº 21 JUAN DOMINGO PERON,"2,800,750",MUNI,Adrogué,"1,846",Marconi e/ Alsina y Jose Hernandez, , ,ALMIRANTE BROWN,VI,-58.347766090000000,-34.805940589999999,348
,"1,865",671,DISP. SALUD MENTAL,"2,800,415",MUNI,Burzaco,"1,852",Pte. Perón (ex Gorriti) e/Brasil e Italia N° 888,011-42140699, ,ALMIRANTE BROWN,VI,-58.385093179999998,-34.811833030000003,349
,"1,866",672,P.S. EL HORNERO,"2,800,741",MUNI,Burzaco,"1,852",Tomás Guido esq. Newton, , ,ALMIRANTE BROWN,VI,-58.408257270000000,-34.839032240000002,350
,"1,876",863,H.Z.G.A. DR. ARTURO OÑATIVIA,"2,800,644",PROV,Rafael Calzada,"1,847",Ramón Carillo N° 1339,011-42195049,administración_jmjorge@tutopia.com,ALMIRANTE BROWN,VI,-58.351221180000003,-34.784797060000002,351
,"1,877",864,H.SZ. ESP. REHAB. DR. J.M.JORGE,"2,800,091",PROV,Burzaco,"1,852",Pte. Perón N° 870 (Ex Gorriti N° 300),011-42948100/1384/8308, ,ALMIRANTE BROWN,VI,-58.385955320000001,-34.811520790000003,352
,"1,878",950,DIV. Medicina Preventiva,"2,800,628",MUNI,Adrogué,"1,846",Rosales N° 1394,011-42140500 int.621-int 2, ,ALMIRANTE BROWN,VI,-58.387531289999998,-34.799801960000003,353
,"1,879",951,C.A.P.S. Nº22 LOMA VERDE,"2,800,776",MUNI,Malvinas Argentinas,"1,846",Intendente Alvaro Pinto y Portugal, , ,ALMIRANTE BROWN,VI,-58.424741670000003,-34.816937680000002,354
,"1,880","1,113",U.P.A. 5,"2,801,021",PROV,Longchamps,"1,854",Av.de Aviaciòn e/Boulogne Sur Mer y Dhiel, , ,ALMIRANTE BROWN,VI,-58.387805980000003,-34.857199999999999,355
,"1,881","1,114",C.P.A.(GABA y Com. de 1/2 Día)-Adicciones,"2,801,004",PROV,Adrogué,"1,846",Av. Espora Nº 1392 esq. Murature,011-42938890,vgh-onativia@hotmail.com,ALMIRANTE BROWN,VI,-58.388650589999997,-34.807908339999997,356
,"1,882","1,115",SIST. DE EMERG. MUN. (107),"2,800,920",MUNI,Adrogué,"1,846",Plaza Esteban Adrogué 48, , ,ALMIRANTE BROWN,VI,-58.388296949999997,-34.797652980000002,357
,"1,883","1,172",C.A.P.S. N° 23 RAMON CARRILLO,"2,800,989",MUNI,GLEW SUR,"1,853","ZUFRIATEGUI, 3550 E/", , ,ALMIRANTE BROWN,VI,-58.354376569999999,-34.882588480000003,358
,"1,892",129,C.S. Bº LA SIRENA,"27,400,450",MUNI,Florencio Varela,"1,888",Guido Spano N° 1017 Bo. La Sirena,011-42373417, ,FLORENCIO VARELA,VI,-58.292733939999998,-34.782920200000000,359
,"1,893",197,SUME (Servicio de Urgencias  Médicas),"27,400,948",MUNI,Florencio Varela,"1,888",Progreso N° 240 Villa Vatteone,011-42873437, ,FLORENCIO VARELA,VI,-58.271570500000003,-34.819677560000002,360
,"1,894",486,C.S. Bº RICARDO ROJAS,"27,400,344",MUNI,Bosques,"1,889",Copdevilla N° 960 Bo. Ricardo Rojas,011-42212382, ,FLORENCIO VARELA,VI,-58.233733170000001,-34.821847859999998,361
,"1,895",487,C.S. CAROLINA II,"27,400,832",MUNI,Florencio Varela,"1,888",Garín e/Ciudadela y San Fernando N° 2666 Bo. Caro*,02229-453894, ,FLORENCIO VARELA,VI,-58.195835140000000,-34.822922179999999,362
,"1,896",488,C.S. VA. DEL PLATA,"27,400,590",MUNI,Florencio Varela,"1,888",Ameghino(129)e/Caseros y Sta. Cruz N° 3810 Bo. Vi*,011-42373079, ,FLORENCIO VARELA,VI,-58.254748960000001,-34.801940289999997,363
,"1,897",489,C.S. VA. AURORA,"27,400,379",MUNI,Florencio Varela,"1,888",Victorino de la Plaza( 11) N° 1250 Bo. Villa Auro*,011-42373472, ,FLORENCIO VARELA,VI,-58.286867350000001,-34.779949600000002,364
,"1,898",490,C.S. VA. ARGENTINA,"27,400,484",MUNI,Florencio Varela,"1,888",Calle 511 e/544 y 546 S/N Villa Argentina,011-42373416, ,FLORENCIO VARELA,VI,-58.298185099999998,-34.812631820000000,365
,"1,899",491,C.S. PADRE MUJICA (LUJAN),"27,400,735",MUNI,Florencio Varela,"1,888",El Boyero( 533) e/Los Olivos y El Algarrobo Bo. L*,011-42682197, ,FLORENCIO VARELA,VI,-58.313363490000000,-34.808769210000001,366
,"1,907",346,C.S. INGENIERO ALLAN,"27,400,336",MUNI,Florencio Varela,"1,888",Amelia( 1134) e/Cuyen(1147) yPirán (1145) Bo. Ing*,02229-493400, ,FLORENCIO VARELA,VI,-58.199002149999998,-34.868833010000003,367
,"1,908",347,C.S. A. ROSELLI - VA. MONICA,"27,400,492",MUNI,Florencio Varela,"1,888",Calle 735 e/738 y 740 Bo. Villa Mónica,011-42741017, ,FLORENCIO VARELA,VI,-58.269636560000002,-34.835106500000002,368
,"1,909",348,C.S. EL PARQUE,"27,400,701",MUNI,Florencio Varela,"1,888",Calle 21 e/5 y 6 S/N Bo. El Parque,02229-493584, ,FLORENCIO VARELA,VI,-58.186574460000003,-34.863909090000000,369
,"1,910",349,C.S. LOS TRONQUITOS,"27,400,999",MUNI,Florencio Varela,"1,888",Calle 1523 e/1550 y 1552 Bo. Los Tronquitos,-, ,FLORENCIO VARELA,VI,-58.266256100000000,-34.946605259999998,370
,"1,911",350,C.S. N. BOCCUZZI (PICO DE ORO),"27,400,875",MUNI,Florencio Varela,"1,888",Yugoslavia e/La Haya y  Madrid S/N Bo. Pico de Oro,011-42742199, ,FLORENCIO VARELA,VI,-58.285800430000002,-34.837732240000001,371
,"1,912",467,C.S. MARTIN FIERRO,"27,400,581",MUNI,Florencio Varela,"1,888",Campichuelo(114) N° 445 Bo. Martín Fierro,011-42371425, ,FLORENCIO VARELA,VI,-58.274344599999999,-34.779036990000002,372
,"1,913",468,C.S. DON JOSE,"27,400,786",MUNI,Florencio Varela,"1,888",El Indio N° 57 Bo. Don José,011-42131731, ,FLORENCIO VARELA,VI,-58.311619460000003,-34.795048800000004,373
,"1,914",469,C.S. KM 26.700,"27,400,310",MUNI,Km. 26.700,"1,888",Blandengues(403)N° 1403,011-42551036, ,FLORENCIO VARELA,VI,-58.300501830000002,-34.803953090000000,374
,"1,922",719,Prev.y Asist.de las Adicc.-Serv.Ce.Va.Re.So.,"27,400,883",MUNI,Florencio Varela,"1,888",Av. del Trabajo N° 199 Cruce Varela,011-42757309, ,FLORENCIO VARELA,VI,-58.280122290000001,-34.780865650000003,375
,"1,923",720,DIR. MED. PREV. Serv.Tránsito,"27,400,905",MUNI,Florencio Varela,"1,888",Lavalle N° 550 Planta Baja,011-42375184, ,FLORENCIO VARELA,VI,-58.268999780000001,-34.811572679999998,376
,"1,924",736,H.Z.G.A. MI PUEBLO,"27,400,051",PROV,Florencio Varela,"1,888",Progreso N° 240 Villa Vatteone,011-42876422/43553316, ,FLORENCIO VARELA,VI,-58.271729890000003,-34.819474700000001,377
,"1,925","1,001",C. ESTIM. Y APREND. TEMPRANO,"27,400,930",MUNI,Florencio Varela,"1,888",Paso de La Patria N° 41,011-43552757, ,FLORENCIO VARELA,VI,-58.273569899999998,-34.784280410000001,378
,"1,926","1,004",C.A.P.S. Villa Vatteone,"27,401,243",MUNI,Florencio Varela,"1,888",12 de Octubre Nº 363 e/ Progreso y 3 de Febrero, , ,FLORENCIO VARELA,VI,-58.273484040000000,-34.817207529999997,379
,"1,927",970,C.I.C.El Rocío,"27,401,049",MUNI,Bosques,"1,889",Lobos y Chascomús Bo. El Rocío,-, ,FLORENCIO VARELA,VI,-58.227665850000001,-34.832770529999998,380
,"1,928",971,U.S. Santa Rosa,"27,401,146",MUNI,Florencio Varela,"1,888",Sicilia e/ Milán y Brown Manzana 5 casa 9, , ,FLORENCIO VARELA,VI,-58.291722870000001,-34.830198430000003,381
,"1,929","1,088",HOGAR DE ANCIANOS Dr. Salvador Sallares,"27,400,956",MUNI,Florencio Varela,"1,888",Av. Cariboni y La Ancianidad N° 742,011-42740897, ,FLORENCIO VARELA,VI,-58.270654299999997,-34.837784020000001,382
,"1,992","1,584",CONS. MED. MUN.,"74,900,180",MUNI,San Fernando,"1,646",Necochea N° 1398,011-47444791,cslaunion@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.553901809999999,-34.445450209999997,383
,"1,993","1,794",C.S. Nº 27,"74,900,082",MUNI,San Fernando,"1,646",25 de Mayo N° 2290 San Rafael,011-47443138,csnumero26@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.566859620000002,-34.446435299999997,384
,"1,994","1,795",C.S. DR. REINECKE,"74,900,091",MUNI,San Fernando,"1,646",Alvear y Escalada San José,011-47463856, ,SAN FERNANDO (ISLAS),V,-58.558529649999997,-34.433747429999997,385
,"1,995","1,796",C.S. Nº 26 Bº NUEVO,"74,900,074",MUNI,Virreyes,"1,646",Maipú N° 2354 Villa Hall,011-47464132,csmariaisabel@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.561162400000001,-34.450435890000001,386
,"1,996","1,797",U.S. LA UNION,"74,900,392",MUNI,San Fernando,"1,646",Ituzaingó N° 3650 Aviación,011-47146861,csnumero27@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.578314440000000,-34.450139190000002,387
,"1,997","1,798",C.S. MARIA ISABEL,"74,900,406",MUNI,San Fernando,"1,646",Arenales N° 3200 María Isabel,011-47461941,csbertre@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.569262199999997,-34.456249280000002,388
,"1,998","1,799",C.S. DR. BERTRES,"74,900,341",MUNI,San Fernando,"1,646",Azcuenaga N° 1745,011-47146214,csdimateo@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.576743639999997,-34.457890329999998,389
,"1,999","1,800",C.I.C. VA. JARDIN,"74,900,414",MUNI,San Fernando,"1,646",Guatemala N° 3069,011-47146746,csnumero31@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.579384900000001,-34.475734670000001,390
,"2,000","1,801",C.S. DR. GALVEZ,"74,900,295",MUNI,San Fernando,"1,646",Portugal N° 2276,011-47141664,csnumero66@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.587296719999998,-34.468678580000002,391
,"2,009","1,819",C.S. Nº 31,"74,900,163",MUNI,San Fernando,"1,646",Garibaldi  N° 2727,011-47463921,cspiaggi@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.560556550000001,-34.457785809999997,392
,"2,010","1,820",H.Z.G.A. PETRONA.V. DE CORDERO,"74,900,139",PROV,San Fernando,"1,646",Belgrano N° 1955,011-47449803/47455919, ,SAN FERNANDO (ISLAS),V,-58.552259859999999,-34.448113090000000,393
,"2,011","2,339",H. Dr. O. Do Porto (Ex Boca Carabelas),"74,900,031",MUNI,Isla del Delta,"1,646",Río Paraná de las Palmas y Ríos Carabelas S/N,011-47280026/1338/5026,direccion-cordero@ms.gba.gov.ar,SAN FERNANDO (ISLAS),V,-58.541322940000001,-34.435110819999998,394
,"2,012","2,341",H. Dr. R. Carrillo (Ex Chana),"74,900,040",MUNI,Isla del Delta,"1,646",Río Paraná Miní y Arroyo Chana S/N,011-47282434/1391/7434, ,SAN FERNANDO (ISLAS),V,-58.543359870000003,-34.433364879999999,395
,"2,013","1,326",C.A.P.S. CARLOS SELLES,"25,200,164",MUNI,Garín,"1,619",Pablo Marín e/Islas Malvinas y Escalabrini Ortiz *,02320-493444, ,ESCOBAR,V,-58.737120470000001,-34.454333009999999,396
,"2,014","1,327",C.S. ARGENTINO TORRES,"25,200,041",MUNI,Ingeniero  Maschwitz,"1,623",La Plata N° 1191,03488-446197/449924, ,ESCOBAR,V,-58.737397970000004,-34.388540560000003,397
,"2,015","1,366",H.Z.G.A. DR. ENRIQUE ERILL,"25,200,032",PROV,Belén de Escobar,"1,625",Eugenia Tapia de Cruz S/N,03488-433143/130,direccion-erill@ms.gba.gov.ar,ESCOBAR,V,-58.790835540000003,-34.343439119999999,398
,"2,016","1,391",C.S.M. Dr. Horacio Dupuy,"25,200,288",MUNI,Belén de Escobar,"1,625",Pellegrini y Travi,03488-430530, ,ESCOBAR,V,-58.797359630000003,-34.353679159999999,399
,"2,025","2,391",H. OFTALMOLOGICO Dr. H. Lopez,"25,200,555",MUNI, ,0,S/D, , ,ESCOBAR,V,-58.736298240000004,-34.420938999999997,400
,"2,026","2,422",C. DE ESP. PEDIATRICAS,"25,200,563",MUNI,Maquinista Savio,"1,620",Independencia 140,0348-4468800, ,ESCOBAR,V,-58.731383100000002,-34.452331200000003,401
,"2,027","1,371",C. DE REF. MUN. de Salud Mental,"63,800,545",MUNI,Pilar,"1,629",Ituzaingó N° 368, , ,PILAR,V,-58.911906119999998,-34.455136799999998,402
